County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Kings,Kensington  GrowNYC Farm Stand,McDonald Ave. and Albermarle Rd,Fort Hamilton Pkwy and East 5th St,Brooklyn,NY,11218,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 10-November 20,M,Y,Y,N,Y,40.64917,-73.97659,"(40.64917, -73.97659)"
Jefferson,Windswept Meadows Farm Stand,17025 Cty Rt 68  Watertown,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933,http://www.keeneyswindsweptmeadowsfarm.com,Daily  8am-7pm,June 7-October 31,M,Y,Y,N,Y,43.91784,-75.87206,"(43.91784, -75.87206)"
Monroe,Curbside Market-Winton Gardens Towers,2052 East Main St Rochester,2052 East Main St,Rochester,NY,14609,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Mon 2pm-3pm,May 31-November 22,M,Y,Y,N,Y,43.16076,-77.55556,"(43.16076, -77.55556)"
Queens,Brooklyn Grange Farm Stand @ LIC,"On the rooftop 37-18 Northern Blvd. , Long Island City",37-18 Northern Blvd.,Long Island City,NY,11101,Calliope Bosen,7744542967,http://www.brooklyngrangefarm.com,Saturday  10am-4pm,May 29-October 30,P/M,Y,Y,N,Y,40.75201,-73.92583,"(40.75201, -73.92583)"
Monroe,Whittier Fruit Farm Stand,219 Whittier Road  Rochester,219 Whittier Road,Rochester,NY,14624,Judy Russell,5857481898,http://www.whittierfruitfarm.com,"Mon-Fri  12pm-5pm, Sat  10am-4pm, Sun  12pm-4pm",August 20-November 4,M,Y,N,N,Y,43.14905,-77.77737,"(43.14905, -77.77737)"
Delaware,Covered Bridge Farm Market,309 Covered Bridge Rd,309 Covered Bridge Rd,Unadilla,NY,13849,Erin Johnson,9147992078,,Daily  10am-6pm,July 1-October 31,M,Y,N,N,Y,42.33657,-75.28612,"(42.33657, -75.28612)"
Oswego,B30 Farm Farm Stand,676 Baldwin Road  Fulton,676 Baldwin Road,Fulton,NY,13069,Timothy F. Moshier,3154399991,http://www.b30f.com,Mon-Wed  11am-5pm,Year-round,YR,Y,N,N,Y,43.38285,-76.34859,"(43.38285, -76.34859)"
Nassau,Roslyn Farmers' Market,Christopher Morley Park 500 Searingtown Rd.,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,June 9-December 22,M/X,Y,N,N,Y,40.78188,-73.66277,"(40.78188, -73.66277)"
Chautauqua,Jamestown Public Market,Cherry St. btwn W 2nd & W 3rd Sts.,Cherry and West 2nd St,Jamestown,NY,14701,Linnea Carlson,7169696490,,Saturday  10am-2pm,June 12-October 30,M,Y,Y,N,Y,42.09567,-79.24234,"(42.09567, -79.24234)"
Monroe,Curbside Market-Lake Tower,321 Lake Ave. Rochester,321 Lake Ave.,Rochester,NY,14608,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 11am-12:15pm,June 1-November 23,M,Y,Y,N,Y,43.17054,-77.62751,"(43.17054, -77.62751)"
Westchester,Peekskill WINTER Farmers' Market,828 Main St Peekskill Parking lot,828 Main St,Peekskill,NY,10566,Corinna Makris,9144184920,http://www.peekskillfarmersmarket.com,Saturday  10am-2pm,December 7-April 24,X/W/P,N,N,N,Y,41.29141,-73.9231,"(41.29141, -73.9231)"
Saratoga,Saratoga Farmers' Market-Wednesday,112 High Rock Avenue Saratoga Springs,112 High Rock Avenue,Saratoga Springs,NY,12866,Emily Meagher,5187083698,http://www.saratogafarmersmarket.org,Wednesday 3pm-6pm,May 5-October 27,P/M,Y,Y,Y,Y,43.08653,-73.77965,"(43.08653, -73.77965)"
Herkimer,Exeter Park Produce and Garlic Farm Stand,"147 South Rd.  West Winfield, close to intersection of Route 51",147 South Road,West Winfield,NY,13491,David or Cynthia Ball,3159823589,http://www.exeterparkproduceandgarlic.com,Daily  10am-6pm,June 1-October 31,M,Y,N,N,Y,42.83092,-75.1367,"(42.83092, -75.1367)"
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily  10am-6pm,Year-round,YR,Y,N,N,Y,42.78332,-74.60004,"(42.78332, -74.60004)"
Washington,Salem Rt. 22 Farmers' Market,Village Park Gazebo Rt. 22 Main St,Route 22 and Railroad St.,Salem,NY,12865,Cyd Groff,5186421653,,Saturday  10am-1pm,June 5-October 16,M,Y,N,N,Y,43.17322,-73.32837,"(43.17322, -73.32837)"
Queens,Flushing Greenmarket,42-45 Kissena Blvd. and Maple Ave. (Maple Playground),Kissena Boulevard and Maple Avenue,Flushing,NY,11355,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Wednesday  8am-3pm,July 7-November 24,M,Y,Y,N,Y,40.75636,-73.82579,"(40.75636, -73.82579)"
Jefferson,Cape Street Market,Village Green 357 Broadway St.,357 Gouvello St.,Cape Vincent,NY,13618,Shelley Higgins,3156542481,http://www.capevincent.org,Tuesday  10am-3pm,June 22-September 14,M,Y,N,N,Y,44.12838,-76.33472,"(44.12838, -76.33472)"
Suffolk,Patchogue (Sun) Farmers' Market,"Division & Ocean St., Patchogue LIRR, East Side Parking Lot",210 S. Ocean Ave.,Patchogue,NY,11772,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sunday  9am-2pm,June 6-November 7,M,Y,N,N,Y,40.76165,-73.01337,"(40.76165, -73.01337)"
Queens,NYC Health+Hospitals Farmers' Market-Queens 1,82-68 164th St. Jamaica Side of Pavillion,82-68 164th St,Jamaica,NY,11432,Sandra Springer,7188832576,http://www.nychealthandhospitals.org,Thursday  8am-5pm,June 10-November 24,M,Y,N,N,Y,40.71753,-73.80373,"(40.71753, -73.80373)"
Orange,Pine Bush Farmers' Market,62 Main St lot behind Crawford Cultural Center Pine Bush,New and Main Streets,Pine Bush,NY,12566,Douglas Drossell,8452170785,http://www.pinebushfarmersmarket.com,Saturday  9am-1pm,May 29-October 23,P/M,Y,N,N,Y,41.60918,-74.3005,"(41.60918, -74.3005)"
New York,92nd Street Greenmarket,1780 1st Ave. at E 92nd st,East 92nd St and First Ave,New York,NY,10128,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 20-November 21,M,Y,Y,N,Y,40.78071,-73.94658,"(40.78071, -73.94658)"
Kings,Bay Ridge Greenmarket,9408  3rd Ave. at 95th St. inside Walgreen's parking lot,Third Ave and 95th St,Brooklyn,NY,11209,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 1-November 20,P/M,Y,Y,N,Y,40.61724,-74.03362,"(40.61724, -74.03362)"
Clinton,Plattsburgh Farmers' and Craft Sat Market,City parking lot  Durkee & Broad St.,Broad St and Durkee St,Plattsburgh,NY,12901,Julie Baughn,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Saturday  9am-2pm,May 8-October 9,P/M,Y,N,N,Y,44.69535,-73.45226,"(44.69535, -73.45226)"
